"time","mean","stdev","min","max","q1","q3","median","('s9', 's18')","('s9', 's8')","('s9', 's7')","('s9', 's6')","('s9', 's10')","('s8', 's7')","('s8', 's5')","('s3', 's2')","('s3', 's1')","('s3', 's6')","('s2', 's12')","('s2', 's1')","('s1', 's4')","('s7', 's20')","('s7', 's25')","('s6', 's12')","('s6', 's10')","('s6', 's4')","('s5', 's25')","('s5', 's27')","('s5', 's4')","('s19', 's20')","('s19', 's18')","('s19', 's17')","('s19', 's21')","('s18', 's20')","('s18', 's17')","('s13', 's11')","('s13', 's16')","('s13', 's15')","('s13', 's14')","('s12', 's11')","('s11', 's10')","('s11', 's16')","('s10', 's16')","('s17', 's16')","('s17', 's15')","('s17', 's14')","('s15', 's14')","('s30', 's28')","('s30', 's29')","('s30', 's24')","('s22', 's23')","('s22', 's21')","('s22', 's24')","('s23', 's28')","('s23', 's26')","('s23', 's24')","('s20', 's26')","('s20', 's21')","('s26', 's25')","('s27', 's28')","('s27', 's29')","('s27', 's25')","('s25', 's28')","('s28', 's29')"
57.9,1.9285714285714286,1.6781914463529617,0,8,1.0,3.0,2.0,3,4,4,5,2,0,1,0,1,4,0,1,2,2,3,1,1,2,1,3,4,2,0,5,5,1,2,2,1,1,0,0,2,1,1,3,3,0,0,1,0,4,0,8,5,1,0,1,2,3,2,2,1,2,2,1
58.0,2.2321428571428572,1.9271654928248101,0,8,1.0,3.0,2.0,5,4,5,8,2,0,2,1,1,6,0,1,2,2,3,2,1,2,1,5,4,2,1,5,5,1,2,2,1,1,0,0,2,1,1,3,3,0,0,1,1,5,0,8,5,1,0,1,2,3,2,2,2,2,2,1
58.1,2.3392857142857144,2.0639489344655875,0,9,1.0,3.0,2.0,6,4,5,9,2,0,2,1,1,7,0,1,2,2,3,2,1,3,2,5,5,1,1,5,5,2,2,2,1,1,0,0,2,1,1,3,3,0,0,1,0,4,0,8,5,2,1,2,1,4,2,3,1,1,2,1
58.2,2.1785714285714284,2.062480673997273,0,9,1.0,3.0,1.5,6,4,6,9,2,1,2,1,1,6,0,1,2,2,4,2,1,2,1,4,3,1,1,5,5,2,2,1,1,0,0,0,1,1,1,3,3,0,0,0,0,3,0,8,5,3,0,2,1,4,1,2,1,1,3,1
58.3,2.2321428571428572,2.2279961482764494,0,11,1.0,3.0,1.5,6,5,6,11,2,0,3,1,0,6,1,1,1,2,3,3,0,2,1,4,2,1,1,5,5,2,2,2,1,1,0,0,1,1,1,3,3,0,0,0,0,3,0,8,5,4,0,2,1,4,1,2,1,1,3,1
58.4,1.8035714285714286,1.9311325586773356,0,9,0.0,2.0,1.0,5,2,5,9,1,0,2,1,0,5,0,1,1,2,3,2,0,2,1,4,2,0,1,4,4,2,1,1,1,1,0,0,0,1,1,2,2,0,0,0,0,3,0,7,5,4,0,2,0,4,0,2,1,1,2,1
58.5,1.8928571428571428,1.9971280400022591,0,10,0.0,3.0,1.0,5,2,5,10,2,0,3,1,0,5,0,1,1,1,3,3,0,3,1,5,3,0,3,3,5,2,0,1,1,1,0,0,0,1,2,2,1,0,0,0,0,2,0,7,3,4,0,2,0,3,1,2,2,1,2,1
58.6,1.9642857142857142,2.0174620346426573,0,10,0.0,3.0,1.5,5,2,6,10,3,0,3,1,1,6,1,2,1,2,4,2,0,3,1,5,3,0,3,2,4,3,0,1,1,1,0,1,0,1,2,2,0,0,0,0,0,1,0,6,2,5,0,2,0,3,0,2,2,1,3,1
58.7,2.0535714285714284,2.0303029581914167,0,10,1.0,3.0,2.0,5,2,7,10,4,0,3,1,0,5,1,2,2,2,5,2,0,2,2,4,3,0,3,2,4,3,0,1,1,1,1,1,0,1,2,2,0,0,0,0,0,1,0,6,2,6,1,2,0,3,2,1,2,1,3,1
58.8,2.0178571428571428,2.0915738386318039,0,11,1.0,3.0,1.0,6,3,6,11,3,0,3,1,0,5,1,1,1,2,4,2,0,2,2,3,2,0,3,2,4,3,1,1,1,1,1,1,0,1,2,2,1,0,0,1,0,0,0,6,1,7,3,2,0,3,2,1,1,0,3,1
58.9,1.9821428571428572,2.0132691203662785,0,11,1.0,3.0,1.5,7,3,4,11,2,0,3,1,0,5,1,1,1,2,2,2,0,3,2,3,2,1,3,2,4,3,2,1,0,1,1,1,0,1,1,2,2,0,0,0,0,0,0,6,1,6,1,2,1,4,2,1,2,1,3,1
59.0,1.9821428571428572,2.0221193923046914,0,11,1.0,2.25,1.5,7,3,4,11,2,0,4,1,0,5,2,2,1,1,2,2,0,3,2,4,2,1,3,2,4,2,1,1,0,1,1,1,0,1,1,2,1,0,0,0,0,0,0,6,1,6,1,2,1,3,2,2,2,1,3,1
59.1,1.9285714285714286,2.0689640511371774,0,11,1.0,2.0,1.0,7,2,4,11,1,0,1,1,0,5,2,2,1,1,2,2,0,2,3,2,2,1,4,2,5,2,1,1,0,1,1,1,0,1,0,2,1,0,1,0,0,0,1,7,1,6,2,2,1,3,3,1,2,1,3,0
59.2,1.9642857142857142,2.0438434182606424,0,11,1.0,3.0,1.0,7,2,4,11,1,0,1,1,0,5,2,2,1,1,2,2,0,2,3,2,2,1,4,1,4,3,3,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,6,0,6,2,2,2,3,4,1,3,2,3,0
59.3,2.1071428571428572,2.2334995876792245,0,12,1.0,3.0,1.5,7,2,6,12,1,0,1,1,0,5,2,3,2,1,3,2,0,1,3,1,2,1,4,2,5,3,3,1,0,1,0,1,0,0,0,1,2,1,0,0,0,0,1,7,1,5,3,3,3,2,4,1,2,2,4,0
59.4,2.2142857142857144,2.3430313524081035,0,13,1.0,3.0,2.0,8,2,6,13,1,1,1,1,0,5,2,2,0,1,4,3,1,1,2,1,0,1,4,2,5,4,3,2,0,1,1,2,0,0,1,2,2,1,0,0,0,0,1,7,1,5,2,3,3,2,4,1,3,2,4,0
59.5,2.0892857142857144,2.2934439613998929,0,12,1.0,3.0,1.0,6,1,6,12,1,1,1,1,0,5,2,3,1,2,4,2,1,1,2,0,0,1,4,2,5,3,2,1,0,1,0,1,0,0,1,2,1,1,0,0,0,0,1,9,2,4,2,2,3,4,4,0,3,2,4,0
59.6,2.0357142857142856,2.2197513190371905,0,12,1.0,3.0,1.0,6,1,6,12,1,1,0,1,0,5,0,1,1,1,4,2,2,2,2,0,1,1,4,2,5,3,2,0,0,0,0,1,1,1,2,3,1,1,0,1,0,0,1,8,2,3,2,2,3,3,4,0,3,2,4,0
59.7,1.9821428571428572,2.3866524032371266,0,13,0.75,3.0,1.0,5,1,8,13,1,1,0,1,0,7,0,1,1,3,4,1,1,2,2,0,1,1,4,1,4,2,2,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,7,2,3,2,2,3,4,4,1,3,2,4,0
59.8,2.1607142857142856,2.533890188977399,0,14,1.0,3.0,1.0,7,3,8,14,1,1,1,1,0,8,0,1,1,3,4,1,1,3,2,1,2,1,4,1,4,2,2,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,1,7,2,2,2,2,3,4,4,1,3,2,4,0
59.9,2.1428571428571428,2.6215356147860813,0,14,0.0,3.0,1.0,8,4,8,14,1,1,3,1,1,8,0,0,1,4,3,1,0,3,2,3,3,0,4,1,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,7,2,2,2,2,3,4,3,1,3,1,3,1
60.0,2.5357142857142856,2.8782701012083978,0,14,0.0,3.0,2.0,9,5,10,14,3,2,4,1,1,8,0,0,1,6,4,1,0,3,2,3,3,0,4,2,5,2,3,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,9,2,2,3,2,4,5,3,1,3,1,3,1
60.1,2.75,2.9595487107713856,0,15,1.0,4.0,2.0,8,4,12,15,4,2,3,1,1,8,1,0,1,6,5,3,0,4,3,3,4,0,4,2,5,2,2,0,2,0,0,0,0,1,1,1,1,0,0,2,1,1,1,9,2,3,3,2,4,5,3,1,2,1,4,1
60.2,2.7321428571428572,2.9062191407183233,0,15,1.0,4.0,2.0,8,4,11,15,3,2,3,2,1,8,2,0,1,7,5,4,1,5,3,3,5,0,3,2,4,2,2,1,1,1,0,1,0,1,1,0,1,0,0,2,0,0,0,8,2,3,2,2,4,5,2,1,2,1,5,1
60.3,2.6607142857142856,3.0253499544579592,0,15,1.0,4.0,2.0,8,4,12,15,4,1,3,2,1,8,2,0,2,6,4,4,1,5,4,3,6,0,3,2,4,1,1,1,1,1,0,1,0,0,2,0,1,0,0,2,0,0,0,8,2,3,2,2,3,5,1,1,1,0,6,0
60.4,2.75,3.0251918475173958,0,15,1.0,4.0,2.0,8,4,11,15,3,1,3,2,1,8,2,0,3,6,3,4,1,5,4,4,7,0,3,3,5,1,1,1,1,1,0,1,0,0,1,1,1,0,0,2,0,0,0,9,2,4,2,2,3,5,1,2,1,0,6,0
60.5,2.4642857142857144,2.8720592768597091,0,14,1.0,4.0,1.0,9,4,10,14,4,1,2,1,1,7,2,0,2,6,2,4,1,4,3,2,5,0,4,3,6,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,9,2,2,2,1,3,5,1,1,0,0,4,0
60.6,2.25,2.7661861315330381,0,13,0.0,3.0,1.0,9,3,9,13,4,1,2,1,1,7,1,0,2,5,2,4,0,4,3,2,5,0,3,3,5,2,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,9,2,2,1,0,3,5,1,1,0,0,4,0
60.7,2.6607142857142856,2.9597103243529812,0,15,1.0,4.0,1.5,9,4,9,15,4,0,2,1,1,8,1,0,2,4,2,6,2,5,3,2,6,1,4,4,6,1,1,1,1,1,0,1,1,0,2,2,1,1,0,1,1,1,2,10,3,3,1,0,1,5,1,2,0,0,4,0
60.8,2.5535714285714284,2.5975238405144268,0,12,1.0,3.25,2.0,9,3,9,12,4,0,2,1,1,7,1,0,2,4,2,5,2,5,3,2,6,1,3,4,5,2,1,1,2,1,1,1,1,0,3,2,1,1,0,1,1,1,2,9,2,3,1,0,1,5,1,2,0,0,4,0
60.9,2.4821428571428572,2.5703742878405533,0,12,1.0,3.0,2.0,8,3,9,12,4,0,2,1,1,7,1,0,2,4,2,5,2,5,3,2,6,1,3,4,5,1,1,1,2,1,1,1,1,0,3,2,1,1,0,1,1,1,2,9,2,3,1,0,1,5,0,2,0,0,3,0
61.0,2.6964285714285716,2.7575846241201143,0,13,1.0,3.0,2.0,9,3,9,13,4,0,2,1,1,7,2,0,2,4,2,6,2,5,3,2,6,1,3,5,6,2,1,1,2,1,1,1,1,0,3,2,1,2,0,1,1,1,2,10,3,3,1,0,1,6,0,2,1,0,3,0
61.1,2.8392857142857144,2.8206938464693758,0,13,1.0,4.0,2.0,10,3,9,13,4,0,2,1,1,7,2,0,3,5,3,6,2,4,5,1,6,1,3,5,6,2,2,1,2,1,1,1,1,0,3,2,2,2,0,0,1,1,2,10,3,3,2,0,1,6,1,1,0,0,5,1
61.2,2.75,2.9170067828903949,0,14,1.0,4.25,2.0,7,1,9,14,3,0,1,2,1,7,2,0,4,5,3,6,2,5,5,1,6,1,3,5,7,2,0,1,2,1,1,1,0,0,3,2,1,2,0,0,1,1,2,11,3,3,2,0,1,6,1,1,0,0,5,1
61.3,2.5,2.7320844998436109,0,12,0.0,4.0,1.5,6,0,8,12,3,0,0,2,1,7,2,0,4,5,4,5,3,3,6,1,7,0,3,4,6,2,0,1,2,0,1,0,1,0,3,2,1,1,0,0,1,2,0,10,3,2,1,0,1,6,1,0,1,0,5,1
61.4,2.4285714285714284,2.6982609667891571,0,12,0.0,4.0,1.5,6,0,8,12,3,0,1,2,0,6,2,0,2,5,4,5,2,3,6,1,5,0,3,5,7,2,0,1,2,0,1,0,1,0,2,1,2,1,0,0,1,2,0,10,4,2,1,0,1,6,1,0,1,0,5,1
61.5,2.3035714285714284,2.5629199506557718,0,11,0.0,4.0,1.0,4,0,7,10,2,0,1,0,1,6,2,0,2,4,4,4,4,3,6,1,5,0,2,5,7,2,0,2,1,0,0,0,2,0,1,1,2,1,0,0,1,2,1,11,4,3,1,0,0,6,1,0,1,0,5,1
61.6,2.1964285714285716,2.378622371826832,0,10,0.0,4.0,1.0,3,0,5,8,1,0,1,0,1,5,2,0,2,4,3,5,6,4,6,1,5,0,2,5,7,1,0,2,0,0,0,0,2,0,1,1,2,1,0,0,1,2,2,10,4,4,1,0,0,5,1,0,1,0,5,1
61.7,2.4107142857142856,2.7109354323493848,0,11,0.0,4.0,1.0,4,0,6,9,2,0,0,0,1,5,2,0,2,4,4,5,6,5,6,0,5,0,3,7,9,1,0,3,0,0,0,0,3,0,1,3,2,1,0,1,0,1,2,11,4,4,1,0,0,4,1,0,0,0,6,1
61.8,2.4464285714285716,2.6248785200267766,0,10,0.0,4.0,1.5,5,1,5,10,3,0,1,0,1,5,2,0,2,4,3,5,7,6,6,0,5,0,3,6,8,1,0,4,0,1,0,0,4,0,2,2,2,1,0,0,0,1,2,10,3,4,1,0,0,4,1,0,0,0,5,1
61.9,2.3035714285714284,2.7380887681082977,0,12,0.0,3.0,1.5,6,1,5,12,3,0,1,0,1,5,2,0,2,3,2,3,6,6,4,0,3,0,3,7,9,1,0,3,0,0,0,0,3,0,2,2,2,1,0,0,0,1,3,11,3,3,1,0,0,4,1,0,0,1,3,0
62.0,2.2678571428571428,2.6287630947202647,0,11,0.0,3.0,1.0,5,1,6,11,3,0,1,1,1,6,3,1,1,3,2,3,6,4,3,0,2,0,3,7,9,1,0,4,0,0,0,1,3,0,2,2,2,1,0,0,0,1,3,11,3,2,1,0,0,4,1,0,0,1,2,0
62.1,2.4642857142857144,2.8028320226047749,0,12,0.0,3.0,2.0,7,1,5,11,4,0,1,0,1,5,2,0,2,3,2,4,7,4,4,0,3,0,3,8,10,3,0,3,1,0,1,0,3,0,3,2,2,2,0,0,0,1,3,12,3,1,1,0,1,4,2,0,0,1,2,0
62.2,2.1964285714285716,2.5733499765948702,0,11,0.0,3.0,1.5,5,1,5,10,3,0,1,0,1,5,2,0,2,3,2,3,7,4,4,0,3,0,3,7,9,1,0,2,1,0,0,0,2,0,3,2,2,1,0,0,0,1,3,11,3,1,1,0,0,4,2,0,0,1,2,0
62.3,2.3214285714285716,2.6125189189823708,0,11,0.0,3.0,2.0,5,1,5,10,2,0,1,0,1,5,2,0,2,3,2,3,8,5,4,1,4,0,3,7,9,1,0,2,1,0,0,0,3,0,3,2,2,1,0,0,0,1,3,11,4,2,1,1,0,4,2,0,0,1,2,0
62.4,2.1785714285714284,2.5432483647685604,0,11,0.0,3.0,1.5,5,0,5,11,1,0,0,0,1,5,2,0,2,3,2,3,7,5,4,1,3,0,3,7,8,1,0,2,1,0,0,0,3,0,2,2,2,1,0,0,0,1,3,10,3,2,1,1,0,4,2,0,0,1,2,0
62.5,2.3214285714285716,2.4864428324784935,0,10,0.0,3.0,2.0,4,0,6,10,2,1,0,0,1,4,2,0,2,3,4,3,7,6,3,2,4,0,2,7,8,2,0,2,1,0,0,1,3,1,2,2,2,1,0,0,0,1,3,10,3,3,1,1,0,5,3,0,0,0,2,0
62.6,2.2142857142857144,2.4546914682056542,0,10,0.0,3.0,2.0,4,0,5,10,1,1,0,0,1,4,2,0,2,3,2,3,7,6,2,2,4,0,2,7,8,2,0,2,1,0,0,0,3,0,2,2,2,1,0,0,1,1,3,10,3,3,1,1,0,5,2,0,1,0,2,0
62.7,2.2142857142857144,2.281245631810187,0,9,0.75,3.0,2.0,3,0,5,9,1,1,0,0,1,4,3,1,2,3,2,3,7,6,2,2,4,0,1,7,7,2,0,2,1,0,0,1,3,0,2,2,2,2,0,0,1,1,4,9,3,3,1,1,0,5,2,0,1,0,2,0
62.8,2.2142857142857144,2.3582248598884541,0,9,0.75,3.0,1.5,3,0,3,8,0,1,0,0,1,4,2,0,2,2,1,3,6,6,2,2,4,0,1,9,9,3,1,1,1,0,0,0,2,1,2,3,3,3,0,0,1,1,4,9,4,3,1,1,1,4,3,0,1,0,2,0
62.9,2.0178571428571428,2.1338351742860571,0,8,0.0,3.0,2.0,3,0,3,8,0,1,0,0,1,4,2,0,2,2,1,3,6,6,2,2,4,1,1,7,7,3,1,1,1,0,0,0,2,0,2,2,3,2,0,0,0,1,4,8,3,2,1,0,2,4,3,0,0,0,2,0
63.0,2.125,2.3532841793058967,0,9,0.0,3.0,1.5,3,0,3,8,0,1,0,0,1,5,2,0,2,2,1,3,7,6,2,2,4,0,1,8,8,3,1,1,1,0,0,0,2,0,3,2,3,2,1,0,0,1,5,9,3,2,1,0,1,4,3,0,0,0,2,0
63.1,1.8214285714285714,2.0275525610338945,0,8,0.0,2.25,1.0,3,0,1,5,0,0,0,0,1,2,2,0,2,0,0,3,7,6,2,2,4,0,1,7,7,2,1,2,1,0,1,0,2,0,3,2,3,2,1,0,0,1,4,8,3,1,1,0,1,1,3,0,1,2,1,0
63.2,1.625,1.8666480653835098,0,7,0.0,2.25,1.0,3,0,0,4,1,1,0,0,1,2,1,0,1,0,0,2,7,6,1,2,3,0,1,6,6,2,1,3,1,0,1,0,3,0,3,1,3,2,1,0,0,1,4,7,3,1,1,0,1,1,2,0,0,0,1,0
63.3,1.6428571428571428,1.8749149640580982,0,8,0.0,2.0,1.0,3,0,0,4,1,2,0,0,1,2,1,0,1,1,0,2,6,6,1,2,3,0,1,6,6,2,1,2,1,0,1,0,2,0,3,1,3,2,0,0,0,1,4,8,4,1,1,0,1,2,2,0,0,0,1,0
63.4,1.3035714285714286,1.8118621326566491,0,7,0.0,2.0,1.0,2,0,0,3,1,1,0,0,1,2,0,0,1,0,0,1,6,6,1,1,2,0,1,6,6,0,0,2,1,0,1,0,2,0,3,1,2,2,0,0,0,1,4,7,3,1,1,0,0,0,1,0,0,0,0,0
63.5,1.125,1.7429705759339222,0,7,0.0,2.0,0.0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,4,5,0,1,1,0,1,7,6,0,0,2,1,0,1,0,2,1,2,2,2,2,0,0,0,1,3,7,3,1,0,0,0,0,0,0,0,0,0,0
63.6,1.3214285714285714,1.8137091322278018,0,8,0.0,2.0,1.0,2,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,5,2,1,2,0,1,7,6,0,0,2,1,0,1,0,2,1,2,2,2,2,0,1,0,4,3,8,4,1,1,1,0,0,0,0,0,0,1,0
63.7,1.2321428571428572,1.7827654223201681,0,8,0.0,2.0,1.0,2,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,4,1,1,1,0,1,7,6,0,0,1,1,0,0,0,2,1,2,2,2,2,0,1,0,4,3,8,4,1,1,1,0,0,0,0,0,0,1,0
63.8,1.1607142857142858,1.5672631481376071,0,7,0.0,2.0,1.0,2,0,0,3,1,0,1,0,0,1,0,1,1,0,0,0,2,4,1,2,2,0,1,6,5,0,0,0,0,0,0,0,1,1,2,2,2,1,0,1,0,4,3,7,3,1,1,1,0,0,0,0,1,0,1,0
63.9,1.0892857142857142,1.4913654543294705,0,7,0.0,1.0,1.0,1,1,1,1,2,0,2,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,6,5,0,1,0,0,0,0,0,0,1,3,2,2,1,0,1,1,4,3,7,3,1,1,1,0,0,0,0,1,0,1,0
64.0,1.0,1.1952286093343936,0,5,0.0,1.0,1.0,2,2,1,1,3,0,3,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,4,3,1,1,0,0,0,0,0,0,1,4,2,0,1,0,1,0,3,3,5,1,1,1,1,1,0,0,0,1,0,1,0
64.1,1.0892857142857142,1.1691997524907751,0,4,0.0,2.0,1.0,2,2,1,1,3,0,3,0,0,1,0,1,1,0,1,1,1,0,2,1,1,0,0,4,3,2,2,0,0,0,0,0,0,1,4,3,0,1,0,2,0,3,2,4,1,0,1,1,2,0,1,0,1,0,1,0
64.2,0.875,1.0361760054574292,0,4,0.0,2.0,0.5,2,2,2,1,3,0,3,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,1,2,2,0,0,0,0,0,0,1,3,2,0,1,0,2,1,4,1,2,2,0,1,1,2,0,1,0,0,0,1,0
64.3,1.125,1.1961620172152982,0,5,0.0,2.0,1.0,3,2,2,2,3,0,3,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,3,2,2,2,1,0,1,0,1,0,2,3,3,0,1,0,2,1,5,1,3,3,0,1,1,2,0,1,0,0,0,1,0
64.4,1.0892857142857142,1.2994062615875996,0,4,0.0,2.0,0.5,4,2,2,3,3,0,3,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,3,2,3,2,0,0,0,0,1,0,2,3,4,0,0,0,2,1,4,0,3,3,0,0,0,2,1,1,0,0,0,1,0
64.5,1.0535714285714286,1.2595299981844541,0,4,0.0,2.0,0.5,4,2,2,3,3,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,3,2,3,2,0,0,0,0,1,0,2,3,4,0,0,0,1,1,3,1,3,3,1,1,0,3,1,0,0,0,0,0,0
64.6,1.2321428571428572,1.209944972606066,0,4,0.0,2.0,1.0,4,2,2,3,3,0,3,0,0,0,1,0,1,1,0,1,1,1,2,1,2,2,0,2,2,3,2,1,0,0,0,1,0,1,4,3,0,0,0,0,1,3,2,3,3,2,1,0,3,1,0,0,0,0,1,0
64.7,1.3214285714285714,1.2263060509563852,0,4,0.0,2.0,1.0,4,1,1,4,3,0,2,0,0,0,1,0,2,2,0,1,1,1,2,2,3,2,0,2,2,3,1,0,0,0,0,1,0,1,4,3,0,0,1,0,1,3,2,3,3,3,1,0,3,1,0,1,1,1,1,0
64.8,1.25,1.153411090139653,0,5,0.0,2.0,1.0,3,1,0,3,1,1,2,0,0,0,0,0,1,2,1,1,1,2,2,1,2,2,0,3,4,2,1,1,0,0,0,2,0,1,2,3,0,1,0,0,1,3,2,5,3,2,1,0,2,1,1,0,1,1,1,0
64.9,1.3035714285714286,1.0842977130900187,0,4,0.0,2.0,1.0,3,1,0,3,1,1,2,0,0,0,0,0,1,2,1,1,1,2,2,1,2,2,0,3,4,3,2,1,1,1,0,2,0,1,2,3,1,1,0,0,1,2,2,4,2,2,1,0,3,1,2,0,0,1,1,0
65.0,1.3035714285714286,1.13262720599282,0,4,0.0,2.0,1.0,4,0,0,4,0,1,1,0,0,0,0,1,2,1,1,1,2,3,3,1,3,1,0,2,4,2,2,2,1,1,0,2,1,1,1,2,2,1,0,1,0,1,2,4,1,2,1,0,2,1,2,0,0,1,2,0
65.1,1.0714285714285714,1.0497813183356479,0,4,0.0,2.0,1.0,3,0,0,3,0,1,0,0,0,0,0,1,2,1,1,1,2,2,3,0,3,1,0,2,4,2,1,2,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,4,1,1,1,0,2,1,2,0,0,1,2,0
65.2,1.1607142857142858,1.0983231653344128,0,5,0.0,2.0,1.0,3,0,1,3,1,1,0,0,0,0,0,1,2,1,1,1,2,2,3,0,3,0,0,2,4,2,1,2,0,0,0,1,1,0,1,1,1,1,0,1,0,1,2,5,1,2,1,1,2,1,2,0,0,1,2,1
65.3,1.1428571428571428,1.0424656799518883,0,5,0.0,2.0,1.0,2,0,1,2,1,1,0,0,0,0,0,1,2,1,1,1,3,3,1,0,2,0,0,2,4,2,1,3,0,0,1,1,2,0,1,1,1,1,0,1,0,1,1,5,1,2,1,1,2,1,2,1,0,1,1,1
65.4,0.9642857142857143,1.1013674246506624,0,6,0.0,1.0,1.0,2,0,1,2,1,0,0,0,0,0,0,1,2,1,0,0,3,2,1,0,2,0,0,1,3,3,1,2,0,0,1,0,2,0,1,0,1,1,0,1,0,1,1,6,1,1,1,1,2,2,1,0,0,1,1,0
65.5,0.75,0.93062958719967026,0,5,0.0,1.0,1.0,2,0,1,2,1,0,0,0,0,0,0,1,2,1,0,1,2,1,1,0,1,0,0,1,2,2,0,2,0,0,1,1,2,0,0,0,0,1,0,1,0,0,1,5,0,1,1,1,1,2,0,0,0,0,1,0
65.6,0.9464285714285714,1.2162536574184164,0,7,0.0,1.0,1.0,2,0,1,2,1,0,0,0,0,0,0,1,2,1,0,0,2,1,1,0,1,0,0,3,4,2,0,2,1,1,1,0,2,0,0,1,2,1,0,1,0,0,1,7,2,1,1,1,1,2,0,0,0,0,1,0
65.7,0.9642857142857143,1.4388026484631207,0,8,0.0,1.25,0.5,2,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,2,1,0,0,0,1,0,4,5,2,0,2,0,1,1,0,2,0,0,0,2,2,0,0,1,1,1,8,3,2,0,0,0,2,0,0,1,1,0,1
65.8,1.1607142857142858,1.6232329481875458,0,9,0.0,2.0,1.0,3,0,1,4,0,0,0,0,0,2,0,0,1,1,2,1,2,1,0,0,0,1,1,4,6,2,0,2,0,1,1,0,2,0,0,0,2,2,0,1,1,1,1,9,3,2,0,0,0,2,0,0,0,1,1,1
65.9,0.9821428571428571,1.4576285955101798,0,8,0.0,1.0,1.0,2,0,0,2,0,0,0,0,0,2,0,0,1,1,1,0,2,1,0,1,1,1,1,4,6,1,0,1,0,1,0,0,1,0,0,0,2,2,0,0,1,1,1,8,3,2,0,0,0,1,1,0,1,1,0,1
66.0,1.0714285714285714,1.6993396076243308,0,9,0.0,1.0,1.0,3,0,2,3,1,0,0,0,0,2,0,0,0,1,2,0,1,0,0,1,1,1,1,5,7,1,1,1,0,1,0,0,1,0,0,0,3,2,0,0,0,1,1,9,3,1,0,0,0,1,1,0,1,1,0,0
66.1,1.2142857142857142,1.6659862556700864,0,8,0.0,1.0,1.0,4,0,3,5,1,0,0,1,0,3,0,0,1,2,1,1,1,0,0,1,1,1,1,5,6,2,1,1,0,1,0,0,1,0,0,0,2,3,0,0,0,1,1,8,3,1,0,0,1,2,1,0,1,0,0,0
66.2,1.1785714285714286,1.8038366141677711,0,9,0.0,1.0,1.0,4,0,3,5,1,0,0,1,0,2,0,0,0,2,1,1,0,0,0,1,1,1,1,5,7,2,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,1,9,3,1,0,0,1,2,1,0,1,1,0,0
66.3,1.1785714285714286,1.8137091322278043,0,9,0.0,1.25,1.0,4,1,3,5,1,0,1,1,0,2,0,0,0,2,1,1,0,0,0,0,0,1,1,5,7,2,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0,2,1,9,3,1,0,0,1,2,1,0,0,1,0,0
66.4,1.5178571428571428,2.0527948842333696,0,9,0.0,2.0,1.0,5,1,5,8,2,0,1,1,0,2,0,0,0,3,2,2,0,2,0,0,0,1,1,5,7,2,2,0,0,2,0,0,0,0,1,1,4,3,0,0,0,2,1,9,3,1,0,0,1,2,1,0,1,0,1,0
66.5,1.6428571428571428,2.0652617564001372,0,10,0.0,2.0,1.0,5,1,4,6,2,0,1,1,0,3,1,0,0,2,3,1,1,1,1,0,0,1,1,6,8,2,2,1,0,2,0,1,1,0,2,2,4,3,0,0,0,2,1,10,4,1,0,0,1,2,1,0,0,0,1,0
66.6,1.5535714285714286,1.9992823967716042,0,10,0.0,2.0,1.0,4,0,4,6,2,0,0,1,0,3,1,0,0,1,3,1,1,1,1,1,1,0,1,5,8,2,1,1,0,2,0,1,1,0,2,2,4,2,0,0,0,2,1,10,4,1,0,0,1,2,1,1,0,0,1,0
66.7,1.4285714285714286,1.8210783977117078,0,9,0.0,2.0,1.0,4,0,3,6,1,0,0,1,0,3,1,0,0,1,2,1,1,1,1,1,1,0,1,4,7,2,1,1,0,2,0,1,1,1,2,3,4,1,0,0,0,1,1,9,4,1,0,0,1,2,0,1,0,0,1,0
66.8,1.5892857142857142,1.9251788944174004,0,8,0.0,2.0,1.0,6,0,3,7,1,0,0,1,0,3,1,0,0,1,2,1,1,2,1,1,1,0,3,4,8,2,1,2,0,2,1,2,1,1,2,3,4,1,0,0,0,1,1,8,4,1,0,0,1,2,0,1,0,0,1,0
