"time","mean","stdev","min","max","q1","q3","median","('s9', 's18')","('s9', 's8')","('s9', 's7')","('s9', 's6')","('s9', 's10')","('s8', 's7')","('s8', 's5')","('s3', 's2')","('s3', 's1')","('s3', 's6')","('s2', 's12')","('s2', 's1')","('s1', 's4')","('s7', 's20')","('s7', 's25')","('s6', 's12')","('s6', 's10')","('s6', 's4')","('s5', 's25')","('s5', 's27')","('s5', 's4')","('s19', 's20')","('s19', 's18')","('s19', 's17')","('s19', 's21')","('s18', 's20')","('s18', 's17')","('s13', 's11')","('s13', 's16')","('s13', 's15')","('s13', 's14')","('s12', 's11')","('s11', 's10')","('s11', 's16')","('s10', 's16')","('s17', 's16')","('s17', 's15')","('s17', 's14')","('s15', 's14')","('s30', 's28')","('s30', 's29')","('s30', 's24')","('s22', 's23')","('s22', 's21')","('s22', 's24')","('s23', 's28')","('s23', 's26')","('s23', 's24')","('s20', 's26')","('s20', 's21')","('s26', 's25')","('s27', 's28')","('s27', 's29')","('s27', 's25')","('s25', 's28')","('s28', 's29')"
27.9,1.6071428571428572,1.8193265181357181,0,9,0.0,2.0,1.0,9,3,5,5,2,0,2,0,0,1,1,0,1,2,3,1,1,2,0,2,1,1,1,4,2,4,7,0,0,0,0,1,1,1,0,1,3,2,0,2,0,0,0,2,1,1,2,0,5,2,1,1,0,2,1,1
28.0,1.4464285714285714,1.7312221411594804,0,8,0.0,2.0,1.0,8,3,5,4,2,0,2,0,0,1,1,0,0,2,3,2,0,1,0,1,0,1,1,4,2,3,7,0,0,1,0,1,1,1,0,2,3,2,0,1,0,0,0,1,1,1,2,0,5,1,1,0,0,2,1,1
28.1,1.5714285714285714,1.8013600304169275,0,8,0.0,2.0,1.0,8,3,5,4,2,0,2,0,0,2,1,0,0,2,3,2,0,2,0,2,1,1,1,4,2,4,8,0,0,1,0,1,1,1,0,2,3,2,0,1,0,0,0,1,0,2,2,0,5,1,1,1,0,2,1,1
28.2,1.3928571428571428,1.8388522374080001,0,9,0.0,2.0,1.0,9,3,5,5,2,0,2,0,0,1,2,0,0,1,2,3,0,1,0,1,0,0,1,1,1,4,7,0,0,1,0,1,1,1,0,2,3,2,0,1,0,0,0,1,0,1,2,0,5,1,1,0,0,2,1,1
28.3,1.375,1.696240591088759,0,7,0.0,2.0,1.0,7,2,5,4,2,0,1,0,0,0,1,0,0,2,3,1,0,1,1,1,0,0,1,1,1,4,7,0,0,1,0,2,1,2,0,3,4,2,0,1,0,0,0,1,0,1,2,0,5,2,1,0,0,2,1,1
28.4,1.625,1.7784674381532624,0,7,0.0,2.0,1.0,7,1,7,3,4,0,1,0,0,0,1,0,0,1,4,1,0,2,1,3,2,0,1,1,1,4,7,1,0,1,0,2,2,2,0,3,4,2,0,1,0,0,1,1,0,2,3,1,5,1,1,1,1,2,1,1
28.5,1.6964285714285714,1.8604880586358332,0,8,0.0,2.0,1.0,7,1,8,3,5,0,1,0,0,0,1,1,1,1,5,1,0,1,3,1,1,0,1,1,1,4,7,1,0,1,0,2,2,2,0,3,4,2,0,1,0,0,1,1,0,2,2,2,4,1,2,0,0,2,3,2
28.6,1.5535714285714286,1.9172119159373706,0,8,0.0,2.0,1.0,7,1,8,3,5,0,1,0,0,0,1,1,1,1,5,1,0,1,2,1,1,0,1,0,0,4,8,1,0,1,0,1,2,1,0,2,4,2,0,1,0,0,1,1,0,1,2,1,4,1,2,0,0,2,2,2
28.7,1.5714285714285714,1.859888080898791,0,9,0.0,2.0,1.0,6,1,9,2,6,0,1,0,0,1,1,1,1,0,6,2,1,1,2,1,1,0,1,0,0,4,5,3,0,3,0,2,3,1,1,1,4,1,0,1,0,0,1,1,0,0,1,1,2,1,2,0,0,3,2,1
28.8,1.5535714285714286,1.8019794954551549,0,8,0.0,2.0,1.0,6,1,8,3,5,0,1,0,0,0,2,2,2,0,6,2,0,2,2,1,1,0,1,0,0,4,5,3,0,3,0,3,2,1,0,1,4,1,0,1,0,0,0,1,0,0,1,1,2,1,2,0,0,3,2,1
28.9,1.7142857142857142,1.8488827293635406,0,8,0.0,2.0,1.0,6,2,8,3,6,0,1,0,0,0,2,2,2,1,7,2,0,2,2,1,1,1,1,0,0,4,5,3,2,3,0,3,2,1,1,1,4,1,0,1,0,0,0,1,0,0,1,1,2,1,2,0,0,3,3,1
29.0,1.7321428571428572,1.8467255909212024,0,8,0.0,2.25,1.0,6,2,8,3,6,0,1,0,0,0,2,2,3,0,6,2,0,2,2,2,2,1,1,0,0,4,5,3,2,3,0,2,2,0,1,0,4,1,0,1,0,0,1,1,0,1,0,0,3,1,3,1,0,4,2,1
29.1,1.9107142857142858,2.0552787933434598,0,9,0.0,3.0,1.0,7,3,9,4,6,0,1,1,0,1,2,1,2,1,6,3,0,4,0,2,2,1,1,0,0,5,7,3,2,3,0,2,2,0,1,0,4,2,0,1,0,0,1,1,0,1,1,0,3,1,2,1,0,4,2,1
29.2,2.0892857142857144,2.0024697760719468,0,9,1.0,3.0,2.0,5,3,9,3,7,1,1,1,0,1,2,1,2,2,9,3,1,3,0,2,2,1,1,1,1,6,5,3,2,3,0,2,2,0,2,0,3,2,1,2,0,0,1,2,0,1,1,1,3,1,3,1,0,4,3,1
29.3,2.0357142857142856,1.772450741953937,0,8,1.0,3.0,2.0,3,3,8,2,6,1,1,1,0,1,1,1,2,2,8,3,1,4,0,2,2,1,0,2,2,5,5,3,1,4,0,2,2,0,2,0,4,2,1,1,1,2,1,2,1,1,1,1,3,0,3,1,1,4,2,1
29.4,1.7678571428571428,1.5922925008186357,0,8,1.0,2.0,1.0,3,4,7,2,5,1,1,1,0,1,1,1,2,2,8,3,1,4,0,2,2,1,0,1,1,3,4,3,1,3,0,2,2,0,2,1,3,1,0,1,1,1,1,1,0,1,1,2,1,0,2,1,1,3,2,1
29.5,1.4821428571428572,1.7524581860568176,0,8,0.0,2.0,1.0,3,5,7,2,6,1,1,1,0,1,0,0,1,2,8,2,1,4,0,1,1,0,0,1,1,3,4,1,1,1,0,0,2,0,3,0,3,1,0,1,2,1,0,1,0,0,1,2,0,0,1,0,1,2,2,1
29.6,1.5892857142857142,1.8782285129714051,0,9,0.0,2.0,1.0,2,4,8,2,7,1,0,1,0,1,0,0,2,2,9,2,1,4,1,0,2,0,0,2,2,2,3,1,2,0,0,0,2,0,4,0,1,1,0,1,2,1,1,2,0,1,1,2,0,0,2,0,1,2,3,1
29.7,1.4821428571428572,1.6365367551694054,0,8,0.75,2.0,1.0,2,4,6,3,6,1,0,1,1,2,1,0,1,2,8,2,1,4,0,0,1,0,0,1,1,2,4,1,2,0,0,1,1,1,4,1,1,2,0,0,2,1,1,1,0,1,1,1,0,0,1,0,1,2,2,1
29.8,1.4821428571428572,1.6474121635870886,0,8,0.75,2.0,1.0,2,4,6,1,6,1,0,1,0,1,1,1,1,2,8,1,2,3,0,0,2,0,0,1,1,2,4,1,2,0,0,1,1,1,5,2,1,3,0,0,2,1,1,1,0,1,1,1,0,0,1,0,1,2,2,1
29.9,1.375,1.6856802357335916,0,8,0.0,2.0,1.0,2,4,6,1,6,1,0,1,0,1,1,0,0,2,8,1,2,3,0,0,1,0,0,1,1,2,4,1,2,0,0,1,1,1,5,2,1,3,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,2,2,1
30.0,1.5714285714285714,1.7814234161914184,0,8,0.0,2.0,1.0,2,3,6,0,6,1,0,0,0,0,1,0,0,3,8,0,3,3,0,1,2,1,0,3,2,2,4,1,2,0,0,1,1,3,6,4,1,3,0,0,1,0,1,1,0,1,2,1,1,1,1,0,0,2,2,1
30.1,1.8214285714285714,2.1053260933127853,0,10,0.0,3.0,1.0,3,3,8,0,7,1,1,1,0,0,2,0,0,2,10,0,3,2,0,0,0,1,0,3,2,2,5,2,3,0,1,2,2,3,6,4,1,4,0,0,0,1,1,1,0,1,3,2,1,0,1,0,0,2,3,2
30.2,1.5535714285714286,2.043453334581498,0,10,0.0,2.0,1.0,2,1,8,0,6,1,0,1,0,0,2,0,0,2,10,0,2,1,0,0,0,1,0,2,1,2,5,2,2,0,1,2,1,3,5,4,1,4,0,0,0,1,0,0,0,0,3,2,1,0,1,0,0,2,3,2
30.3,1.5892857142857142,1.9980060213183766,0,10,0.0,2.0,1.0,1,1,6,0,5,1,0,1,0,0,1,0,0,2,10,0,2,1,1,0,1,1,0,4,2,3,4,1,2,0,1,1,0,2,5,5,0,5,0,0,0,1,0,1,0,0,4,3,2,0,2,0,0,1,4,2
30.4,1.7678571428571428,2.1380153633399255,0,11,0.0,3.0,1.0,2,1,6,1,5,1,0,1,0,1,1,0,0,3,11,0,3,1,1,0,1,1,0,4,2,3,4,1,3,0,1,1,0,2,6,5,0,5,0,0,0,1,0,1,0,0,4,3,2,0,2,0,0,1,5,3
30.5,1.625,2.0577597041442912,0,10,0.0,2.25,1.0,2,2,6,1,6,1,0,0,0,1,0,0,0,2,10,0,2,0,1,0,1,1,0,5,3,3,3,0,3,0,0,0,0,2,5,5,0,4,0,0,0,1,1,2,0,0,4,3,2,0,2,0,0,1,4,2
30.6,1.6964285714285714,2.0608566427679578,0,10,0.0,3.0,1.0,2,1,6,1,5,1,0,0,0,1,0,0,0,2,10,0,2,0,1,0,1,2,0,6,3,3,3,0,3,0,0,0,0,2,5,5,0,4,0,0,0,1,2,3,0,1,4,3,3,0,2,0,0,1,4,2
30.7,1.8214285714285714,2.172121599933567,0,11,0.0,3.0,1.0,3,1,7,1,5,1,0,0,0,1,0,0,0,2,11,0,2,0,1,0,1,1,1,5,4,3,4,0,3,0,0,0,0,2,5,5,1,4,0,0,0,1,2,3,0,1,4,3,2,0,2,1,0,1,5,3
30.8,1.8214285714285714,2.2764880757833268,0,12,0.0,3.0,1.0,1,0,7,0,5,1,0,0,0,0,0,0,1,3,12,0,2,0,2,0,2,1,1,5,4,3,3,0,4,0,0,0,0,2,5,5,0,4,0,1,0,0,2,3,0,2,3,2,3,1,2,1,0,1,6,2
30.9,1.9107142857142858,2.2382772848960499,0,11,0.0,3.0,1.0,1,0,6,0,4,2,0,0,0,0,1,1,0,4,11,0,3,0,1,0,1,1,1,6,5,3,3,1,3,0,1,1,0,2,5,7,0,4,0,0,0,0,2,4,1,1,3,2,4,1,2,0,0,1,5,3
31.0,2.1964285714285716,2.4958511492442161,0,13,0.0,3.25,1.0,1,0,7,0,5,1,0,0,0,1,1,1,0,4,13,0,5,1,0,0,0,1,1,6,6,4,4,3,3,1,2,1,2,2,5,6,1,4,0,0,0,1,2,5,2,2,2,1,3,1,1,0,0,1,7,3
31.1,2.2142857142857144,2.3506403817006194,0,12,1.0,3.25,1.0,1,0,6,1,4,2,2,0,0,1,1,1,0,5,12,1,5,1,0,0,2,1,1,7,5,4,4,3,3,1,2,2,2,3,5,7,1,4,0,0,0,0,1,3,1,0,2,1,4,1,1,0,0,1,6,3
31.2,2.1785714285714284,2.1053260933127849,0,10,1.0,3.0,2.0,2,1,4,0,2,2,3,0,0,1,1,1,0,5,10,0,5,1,0,1,2,2,2,7,6,4,4,3,3,1,2,1,2,2,5,6,2,4,0,0,0,0,1,3,1,0,2,1,5,1,2,0,0,2,5,2
31.3,2.2321428571428572,2.1128101752724247,0,11,1.0,3.0,2.0,2,1,4,0,2,2,3,0,0,1,1,1,0,6,11,0,4,1,0,2,2,3,1,8,5,4,4,3,3,0,2,1,2,2,4,5,3,3,0,2,0,1,1,3,1,0,2,1,5,1,2,1,0,2,5,2
31.4,2.2678571428571428,2.0484407957950723,0,11,1.0,3.0,2.0,4,2,5,1,3,2,4,0,0,1,1,1,0,5,11,0,3,1,0,2,2,2,2,7,5,4,4,3,2,0,2,1,2,2,4,5,2,3,0,3,0,1,1,3,1,0,2,1,5,1,2,1,0,2,5,1
31.5,1.9821428571428572,1.8659646244213304,0,10,1.0,3.0,1.5,3,1,4,1,3,2,3,0,0,1,0,0,0,5,10,1,3,2,0,2,3,1,0,6,4,4,4,2,2,0,1,1,2,1,4,4,2,3,0,3,0,1,2,3,1,1,1,1,3,0,2,1,0,1,5,1
31.6,2.0535714285714284,1.9948115096879893,0,11,1.0,3.0,2.0,3,1,4,1,3,2,3,0,0,1,0,0,0,5,11,1,3,2,0,2,3,1,0,5,3,5,5,2,2,0,1,1,2,0,4,4,2,3,0,3,0,1,2,3,1,2,2,1,4,0,2,1,0,1,6,1
31.7,2.0178571428571428,1.9132159857588646,0,11,1.0,3.0,2.0,3,1,4,1,3,2,3,0,0,1,0,0,0,5,11,1,3,2,0,3,3,1,0,5,3,4,4,2,2,0,1,1,2,0,4,3,2,3,0,3,0,1,2,3,1,2,2,1,3,0,2,1,1,1,6,1
31.8,2.2857142857142856,2.1357023411037224,0,12,1.0,3.0,2.0,3,1,6,1,5,2,3,0,0,1,0,0,0,5,12,1,3,2,0,4,4,1,0,6,4,4,4,2,3,0,1,1,2,0,4,4,2,3,0,3,1,1,2,3,1,2,2,1,3,0,2,1,3,2,6,1
31.9,2.3392857142857144,2.0982712758217836,0,12,1.0,3.0,2.0,3,1,6,1,5,2,3,0,1,2,0,0,0,5,12,1,3,3,0,4,4,1,1,6,4,4,4,2,3,0,1,1,2,0,4,4,2,3,0,2,1,1,2,3,1,2,2,1,3,0,2,1,3,2,6,1
32.0,2.0357142857142856,2.0085912415198384,0,11,1.0,3.0,1.5,3,1,6,1,5,1,2,0,1,2,0,0,0,3,11,1,2,3,0,4,4,1,1,4,3,3,3,1,4,0,0,2,0,0,6,4,2,1,0,2,1,1,1,2,1,1,2,1,2,0,2,1,3,2,6,1
32.1,1.9107142857142858,1.9390423420032978,0,9,1.0,3.0,1.0,3,1,7,1,5,0,1,0,1,1,0,0,0,3,9,1,1,2,0,3,2,2,1,5,3,2,3,1,4,1,0,2,0,0,5,4,2,1,0,1,1,0,1,2,1,1,3,0,5,1,2,0,3,2,6,1
32.2,1.8928571428571428,1.9427389669941644,0,9,1.0,2.25,1.0,2,1,6,1,6,1,0,0,1,1,0,0,0,3,9,1,1,2,0,2,2,2,1,6,4,2,3,1,4,1,0,2,1,0,5,4,2,3,0,1,1,0,0,1,1,1,2,0,4,1,2,0,3,2,6,1
32.3,2.0535714285714284,1.9768268481976627,0,9,1.0,3.0,1.5,2,1,6,1,6,1,0,0,1,2,0,0,0,3,9,0,2,3,0,3,3,3,1,6,3,2,3,1,4,2,0,1,1,0,6,4,3,2,1,2,1,0,0,1,1,1,2,0,5,1,2,1,3,2,6,1
32.4,2.0,2.0788046015507495,0,9,0.75,3.0,1.0,1,1,6,0,6,2,1,0,0,0,0,0,0,3,9,0,2,1,0,2,2,3,0,6,3,3,4,1,4,2,0,1,1,1,6,5,3,2,1,1,1,0,1,1,1,1,3,0,6,1,2,0,3,2,6,1
32.5,1.8928571428571428,2.1354037041252498,0,9,0.0,3.0,1.0,1,1,6,0,6,1,0,0,0,0,0,0,0,3,9,0,2,1,0,2,2,3,0,7,4,2,3,0,4,2,0,0,1,0,6,5,3,2,0,1,1,0,1,2,2,1,2,0,5,1,2,0,3,2,6,1
32.6,1.6785714285714286,2.0275525610338931,0,8,0.0,2.0,1.0,1,1,6,0,6,0,0,0,0,0,0,0,0,2,8,0,2,1,0,0,1,3,0,7,4,2,3,0,3,1,0,0,2,1,5,5,3,2,0,1,0,0,0,2,2,1,2,0,5,1,2,0,1,2,5,1
32.7,1.5714285714285714,1.8694646183289145,0,8,0.0,2.0,1.0,1,1,5,0,5,0,0,0,0,0,0,0,0,2,8,0,2,1,1,0,2,3,0,6,3,2,3,0,3,1,0,0,1,1,5,4,3,2,0,1,0,0,0,1,1,2,1,0,4,1,2,0,1,2,6,1
32.8,1.5892857142857142,1.8971481013266589,0,9,0.0,2.0,1.0,2,1,5,1,4,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,1,3,0,6,3,2,3,0,3,1,0,0,1,1,5,4,3,2,0,1,1,0,0,1,1,1,1,0,4,1,2,0,1,2,6,1
32.9,1.7678571428571428,2.0614754721919395,0,9,0.0,3.0,1.0,3,1,5,1,3,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,1,3,0,8,4,2,4,0,4,1,0,0,1,1,5,5,3,3,0,1,0,1,0,2,2,1,2,0,4,1,2,0,1,2,6,1
33.0,1.75,2.1732957198030567,0,10,0.0,2.0,1.0,2,1,6,1,5,0,0,0,0,0,0,0,0,2,10,0,2,2,0,0,1,2,0,7,4,3,4,0,3,1,0,0,2,1,6,4,4,2,0,1,1,1,0,2,1,1,1,0,3,0,1,0,1,1,7,2
33.1,1.375,1.8474161492667072,0,9,0.0,2.0,1.0,1,0,5,1,3,0,0,0,0,0,0,0,0,2,9,0,1,2,0,0,1,2,0,6,3,3,3,0,2,1,0,0,1,1,4,4,3,1,0,1,0,0,0,1,1,1,1,0,3,0,1,0,1,1,6,1
33.2,1.5357142857142858,1.7004651224453444,0,8,0.0,2.0,1.0,1,0,5,2,2,0,0,0,0,1,1,1,0,3,8,0,1,2,0,0,2,2,0,6,3,3,4,1,1,1,1,1,1,1,2,3,3,1,0,1,0,0,0,1,1,2,2,0,4,1,1,0,1,1,6,2
33.3,1.5357142857142858,1.8800103126074079,0,9,0.0,2.0,1.0,0,0,5,1,2,0,0,0,0,2,0,0,0,4,9,0,2,1,1,0,2,3,0,7,3,2,3,0,2,1,0,0,1,1,3,3,3,1,0,1,0,0,0,1,1,2,2,0,4,1,1,0,1,2,6,2
33.4,1.5892857142857142,1.7193934324377895,0,7,0.0,2.0,1.0,0,0,5,1,2,1,0,0,0,2,0,0,0,4,7,1,1,0,1,0,1,3,0,7,3,3,4,1,3,2,0,1,1,1,2,4,3,2,0,1,0,0,1,1,1,2,2,0,4,1,1,0,1,1,5,2
33.5,1.6785714285714286,1.8137091322278025,0,8,0.0,2.25,1.0,1,1,6,1,2,1,0,0,0,2,0,0,0,4,8,1,1,0,1,0,1,3,0,7,3,3,4,1,3,2,0,1,1,1,2,4,3,2,0,1,0,0,0,1,1,2,3,0,4,1,2,0,1,1,5,2
33.6,2.0,2.0788046015507495,0,10,1.0,3.0,1.5,1,1,9,4,2,2,0,2,0,4,0,0,0,4,10,2,1,0,2,0,2,3,0,6,2,3,4,1,2,2,0,1,1,1,2,3,3,2,0,1,0,0,1,1,1,3,4,1,4,1,3,0,1,1,6,2
33.7,2.0535714285714284,2.1582039726946811,0,11,1.0,3.0,1.0,1,2,9,4,3,2,0,1,0,3,0,0,0,5,11,3,1,0,1,0,1,3,0,6,2,3,4,1,2,2,0,1,2,1,2,3,3,2,0,1,1,0,1,1,1,3,4,1,4,1,3,0,1,1,6,2
33.8,1.9821428571428572,2.1916323941346567,0,11,0.75,3.0,1.0,1,1,9,4,4,2,0,1,0,2,0,0,0,5,11,2,0,0,1,0,1,3,0,6,2,3,4,0,2,2,0,0,2,1,1,3,3,2,0,1,1,0,1,1,1,3,4,1,4,1,3,1,1,2,6,2
33.9,1.8392857142857142,1.9344322322646743,0,9,0.75,3.0,1.0,1,1,9,4,4,2,1,2,0,3,0,0,0,3,9,2,1,0,1,0,1,2,0,5,2,3,4,0,2,2,0,0,2,1,1,3,2,2,0,1,0,0,1,1,1,3,3,1,4,1,3,0,1,1,5,2
34.0,1.7678571428571428,2.0958383204116973,0,11,0.0,2.0,1.0,1,1,9,4,4,2,0,1,0,2,0,0,1,2,11,2,0,0,3,0,2,1,0,6,3,1,1,0,2,2,0,0,2,1,1,2,2,2,0,2,0,0,2,3,2,3,2,1,1,1,2,0,1,1,6,1
34.1,1.7321428571428572,2.2399862198920157,0,12,0.0,2.0,1.0,1,1,10,4,5,2,0,1,0,2,0,0,1,2,12,2,0,1,4,0,3,0,0,4,2,1,1,0,2,1,0,0,3,1,1,3,0,1,0,2,1,0,1,2,1,2,2,1,0,1,2,0,2,2,6,1
34.2,1.75,2.1814968648679218,0,12,0.75,2.0,1.0,2,1,10,3,5,2,1,1,0,2,0,0,1,2,12,1,0,0,3,0,2,0,0,4,2,1,2,0,2,1,0,0,3,1,1,3,1,1,0,2,1,1,1,2,2,2,2,1,0,1,2,0,2,2,6,1
34.3,1.5178571428571428,2.2359966731748471,0,12,0.0,2.0,1.0,1,1,10,3,4,2,1,1,0,3,0,0,1,2,12,1,0,1,3,0,2,0,0,3,1,1,2,0,0,0,0,0,3,0,1,1,2,1,0,2,1,0,0,1,0,2,1,1,0,1,1,0,2,2,7,1
34.4,1.7142857142857142,2.0063674150268773,0,11,1.0,2.0,1.0,1,1,9,3,3,2,1,2,0,4,2,1,1,2,11,1,1,1,3,0,2,0,0,4,2,2,3,1,0,0,1,1,3,0,0,1,3,2,0,1,0,1,0,2,1,2,1,1,1,1,1,0,1,2,6,1
34.5,1.6607142857142858,2.0202261693954471,0,12,0.75,2.0,1.0,1,1,8,2,3,2,1,2,0,3,1,0,1,1,12,1,1,1,3,0,2,0,0,3,2,2,3,1,0,0,1,1,3,0,0,1,3,2,0,2,0,1,0,2,1,3,2,1,1,0,2,0,1,2,6,1
34.6,1.7321428571428572,2.0484407957950723,0,12,0.75,2.0,1.0,1,2,8,2,4,2,1,2,0,4,1,0,1,1,12,2,1,1,2,0,2,0,0,3,2,2,3,1,0,0,1,1,4,0,0,1,3,2,0,2,0,1,0,2,1,2,2,1,1,0,2,0,1,2,6,2
34.7,1.7142857142857142,1.9245990836153544,0,11,0.75,2.0,1.0,1,2,8,2,4,3,1,2,0,4,1,0,1,2,11,2,1,1,2,0,2,0,0,2,2,2,3,1,0,0,2,1,4,0,0,1,3,2,0,2,0,1,0,2,1,2,2,1,1,0,2,0,1,2,5,1
34.8,1.6785714285714286,1.9002550849175748,0,10,0.0,2.0,1.0,2,2,8,2,5,3,1,1,0,4,0,0,1,2,10,2,1,1,2,0,2,0,1,2,2,2,3,0,0,0,2,0,4,0,0,1,3,2,0,2,0,1,1,2,1,2,3,1,1,0,2,0,0,1,5,1
34.9,1.75,1.9295632370342999,0,10,0.0,2.0,1.0,2,2,8,2,5,3,1,1,0,4,1,0,1,3,10,2,1,1,2,0,2,0,1,1,1,3,4,0,0,0,2,0,4,0,0,0,3,3,1,2,0,1,1,2,2,2,3,1,1,0,2,0,0,1,5,1
35.0,2.1428571428571428,2.1582778471054467,0,11,1.0,3.0,2.0,4,2,9,3,5,3,1,1,0,4,0,0,3,3,11,2,1,2,2,1,3,0,1,1,1,5,5,1,0,1,2,0,4,0,0,0,3,3,1,2,0,1,1,2,2,2,3,2,2,1,3,0,1,2,7,1
35.1,1.9821428571428572,1.98648173761491,0,10,1.0,3.0,1.0,2,1,8,3,5,3,1,1,0,4,0,0,4,3,10,2,1,2,3,1,4,0,1,1,1,4,3,1,0,1,2,0,5,1,0,0,2,3,1,1,0,1,1,2,2,2,3,2,1,1,3,0,0,1,6,1
35.2,1.8571428571428572,2.2154374884672605,0,11,0.0,2.0,1.0,2,1,9,3,5,2,0,1,0,4,0,0,3,2,11,2,1,2,3,1,3,0,1,1,1,3,2,1,0,1,2,0,5,0,0,0,0,3,1,2,0,0,0,2,1,2,2,2,2,1,4,0,0,1,8,1
35.3,1.7857142857142858,2.0063674150268773,0,11,0.0,2.0,1.0,2,0,8,3,4,2,0,1,1,4,0,0,3,3,11,2,2,1,2,1,2,2,1,2,1,2,2,1,0,1,1,0,4,0,0,0,1,2,0,1,0,0,0,3,1,2,3,2,2,1,4,0,0,2,6,1
35.4,1.6785714285714286,1.9740019436336393,0,11,0.0,2.0,1.0,2,0,7,3,4,2,0,1,0,2,0,0,3,3,11,2,0,1,2,1,2,1,0,2,1,3,2,1,1,1,0,0,4,0,1,0,1,2,0,1,0,0,0,4,1,2,2,2,1,2,4,0,0,2,6,1
35.5,1.6428571428571428,2.0824828195876073,0,13,0.0,2.0,1.0,1,0,6,2,3,3,0,0,0,0,0,0,3,4,13,1,0,1,2,1,2,1,0,2,1,2,2,1,1,1,0,1,3,1,1,1,1,2,1,1,0,0,0,3,1,2,2,2,1,2,5,0,0,2,6,1
35.6,1.5892857142857142,1.971011213585969,0,12,0.75,2.0,1.0,2,1,7,3,3,2,1,0,1,1,0,0,2,4,12,1,0,1,1,0,1,1,0,2,1,2,3,0,1,0,0,1,2,1,1,1,1,2,1,1,0,0,0,3,1,2,2,2,1,2,3,0,0,2,6,1
35.7,1.625,2.1007014134739448,0,12,0.0,2.0,1.0,2,1,7,3,3,2,1,0,1,1,0,0,2,5,12,1,0,2,1,0,1,1,0,2,1,2,3,0,0,0,0,1,2,1,0,1,1,2,0,1,0,0,0,3,0,2,2,2,2,3,4,0,0,2,7,1
35.8,1.5,1.8708286933869707,0,11,0.0,2.0,1.0,2,1,6,3,3,2,1,0,2,2,0,0,1,4,11,1,0,1,1,0,1,1,0,2,1,1,2,0,0,0,0,1,2,1,0,1,1,1,0,1,0,0,1,3,0,2,2,2,2,2,4,0,0,2,6,1
35.9,1.3928571428571428,1.858172791332652,0,11,0.0,2.0,1.0,1,1,5,2,2,2,1,0,1,1,0,0,1,4,11,1,0,1,2,0,1,1,1,2,2,0,2,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,4,1,2,2,2,2,2,4,0,0,2,6,1
36.0,1.4285714285714286,1.8694646183289136,0,11,0.0,2.0,1.0,1,1,5,2,2,2,1,0,1,2,0,0,1,4,11,1,1,0,2,0,1,2,1,3,2,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,4,1,2,2,2,2,2,4,0,0,2,6,1
36.1,1.6428571428571428,1.9496205805651687,0,11,0.0,2.0,1.0,1,1,4,2,1,4,2,0,1,2,1,0,3,5,11,1,1,0,3,0,3,2,1,2,1,1,2,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,4,2,3,2,2,2,3,4,0,0,2,7,0
36.2,1.5178571428571428,1.7007463847693818,0,10,0.0,2.0,1.0,2,1,4,2,1,3,2,0,1,2,0,0,3,5,10,1,1,0,3,0,3,2,2,2,1,1,2,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,2,1,2,2,1,2,2,4,0,0,2,5,0
36.3,1.6607142857142858,1.6720046321095872,0,10,1.0,2.0,1.0,2,1,3,1,1,3,1,0,0,2,1,1,3,6,10,1,1,1,2,1,4,2,2,2,1,1,2,1,0,1,0,2,1,1,0,1,1,1,0,1,1,0,1,3,1,2,2,1,2,3,4,0,1,2,5,0
36.4,1.8035714285714286,1.6841662080467381,0,10,1.0,2.0,1.5,2,1,3,2,1,3,1,0,0,2,2,1,3,6,10,1,1,1,2,2,4,2,2,2,1,1,2,1,0,1,0,3,1,2,0,2,1,1,0,2,1,0,1,4,2,2,2,1,1,4,3,0,1,2,5,0
36.5,2.0,1.8708286933869707,0,10,1.0,2.25,1.5,2,1,3,1,1,3,1,0,0,2,2,2,5,6,10,2,1,1,4,3,7,1,2,1,1,1,2,1,0,1,0,4,2,2,0,1,1,1,0,2,1,0,1,4,2,3,2,2,1,4,3,1,1,2,5,0
36.6,1.9821428571428572,1.9317929442856547,0,10,1.0,3.0,1.0,2,1,3,1,1,3,1,0,0,1,2,2,5,6,10,2,0,1,4,3,7,1,2,1,1,1,2,1,0,1,0,4,1,2,0,1,1,1,0,3,1,0,1,4,2,3,2,2,1,4,3,1,1,2,6,0
36.7,2.0,1.8992479714726187,0,9,1.0,2.25,1.0,2,1,2,1,1,3,1,0,0,1,3,3,6,6,9,2,0,1,4,4,8,1,2,1,1,1,2,1,1,1,0,4,1,2,1,1,1,1,0,2,1,0,1,4,2,3,1,2,1,4,2,1,1,2,5,0
36.8,1.7857142857142858,1.7799908277681591,0,8,1.0,2.0,1.0,1,1,1,0,1,2,1,0,0,1,3,3,6,6,7,1,0,1,4,4,8,1,1,1,1,1,2,1,1,1,0,4,2,2,1,1,1,1,0,3,1,0,1,4,2,2,1,1,0,4,1,1,1,2,3,0
