"time","mean","stdev","min","max","q1","q3","median","s9","s8","s3","s2","s1","s7","s6","s5","s4","s19","s18","s13","s12","s11","s10","s17","s16","s15","s14","s30","s22","s23","s20","s21","s26","s27","s24","s25","s28","s29"
0.10000000000000001,0.00033333333333333338,0.00047140452079103164,0.00033333333333333338,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20000000000000001,0.00080000000000000026,0.00087177978870813465,0.00080000000000000026,0.0030000000000000001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.002,0.001,0.002,0.0,0.001,0.002,0.003,0.003,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0
0.29999999999999999,0.0010333333333333336,0.00098262686486557858,0.0010333333333333336,0.0030000000000000001,0.0,0.001,0.001,0.002,0.001,0.0,0.001,0.002,0.001,0.003,0.001,0.003,0.0,0.001,0.002,0.003,0.003,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.001,0.0
0.40000000000000002,0.00096666666666666711,0.00087496031656044576,0.00096666666666666711,0.0030000000000000001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.002,0.001,0.002,0.001,0.001,0.002,0.003,0.003,0.0,0.002,0.0,0.001,0.001,0.0,0.001,0.002,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.0
0.5,0.0012000000000000003,0.00097979589711327114,0.0012000000000000003,0.0040000000000000001,0.001,0.002,0.001,0.001,0.0,0.001,0.002,0.0,0.001,0.003,0.001,0.002,0.001,0.0,0.002,0.003,0.004,0.0,0.001,0.001,0.001,0.0,0.0,0.002,0.002,0.0,0.002,0.001,0.001,0.001,0.001,0.001,0.001
0.59999999999999998,0.0017333333333333339,0.0011813363431112897,0.0017333333333333339,0.0050000000000000001,0.001,0.002,0.002,0.003,0.0,0.003,0.003,0.001,0.001,0.005,0.002,0.003,0.001,0.002,0.002,0.003,0.004,0.0,0.001,0.001,0.001,0.0,0.0,0.002,0.002,0.001,0.002,0.002,0.001,0.001,0.002,0.002,0.001
0.69999999999999996,0.0017666666666666673,0.0014985177861992684,0.0017666666666666673,0.0060000000000000001,0.001,0.0030000000000000001,0.0015,0.004,0.0,0.002,0.004,0.001,0.001,0.006,0.002,0.003,0.001,0.002,0.0,0.003,0.002,0.0,0.001,0.001,0.0,0.0,0.0,0.003,0.003,0.002,0.002,0.004,0.001,0.001,0.003,0.001,0.0
0.80000000000000004,0.0017333333333333341,0.0014590712418826193,0.0017333333333333341,0.0050000000000000001,0.00025000000000000001,0.0030000000000000001,0.002,0.003,0.0,0.002,0.005,0.001,0.0,0.005,0.001,0.002,0.001,0.002,0.001,0.004,0.003,0.0,0.002,0.003,0.0,0.0,0.0,0.003,0.003,0.002,0.002,0.003,0.0,0.001,0.002,0.001,0.0
0.90000000000000002,0.001433333333333334,0.0010857664983268222,0.001433333333333334,0.0040000000000000001,0.001,0.002,0.001,0.003,0.0,0.001,0.003,0.001,0.0,0.003,0.001,0.001,0.002,0.002,0.001,0.002,0.001,0.001,0.002,0.004,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.003,0.0,0.001,0.002,0.001,0.0
1.0,0.0017333333333333339,0.0012364824660660934,0.0017333333333333339,0.0050000000000000001,0.001,0.002,0.0015,0.005,0.001,0.002,0.002,0.001,0.0,0.004,0.001,0.001,0.003,0.003,0.002,0.002,0.001,0.0,0.004,0.003,0.001,0.001,0.0,0.002,0.002,0.002,0.002,0.003,0.001,0.001,0.001,0.0,0.001
1.1000000000000001,0.0014666666666666673,0.0014313940369055926,0.0014666666666666673,0.0050000000000000001,0.0,0.002,0.001,0.005,0.001,0.001,0.001,0.0,0.0,0.004,0.0,0.0,0.004,0.004,0.001,0.001,0.0,0.0,0.003,0.002,0.0,0.001,0.0,0.001,0.002,0.003,0.002,0.003,0.0,0.001,0.002,0.001,0.001
1.2,0.0014333333333333336,0.0017259457954666155,0.0014333333333333336,0.0060000000000000001,0.0,0.002,0.001,0.006,0.001,0.001,0.001,0.0,0.002,0.005,0.0,0.0,0.004,0.004,0.001,0.001,0.0,0.0,0.003,0.002,0.0,0.001,0.0,0.0,0.001,0.005,0.002,0.002,0.0,0.001,0.0,0.0,0.0
1.3,0.0017000000000000006,0.0016155494421403517,0.0017000000000000006,0.0060000000000000001,0.00025000000000000001,0.002,0.001,0.006,0.001,0.001,0.002,0.001,0.002,0.004,0.0,0.0,0.004,0.005,0.002,0.002,0.001,0.0,0.004,0.002,0.0,0.002,0.0,0.0,0.001,0.004,0.002,0.002,0.0,0.001,0.001,0.001,0.0
1.3999999999999999,0.0016666666666666672,0.0013984117975602021,0.0016666666666666672,0.0050000000000000001,0.00025000000000000001,0.0030000000000000001,0.0015,0.005,0.001,0.001,0.002,0.001,0.001,0.004,0.0,0.0,0.003,0.004,0.003,0.002,0.001,0.0,0.003,0.003,0.001,0.002,0.001,0.0,0.002,0.003,0.002,0.003,0.0,0.002,0.0,0.0,0.0
1.5,0.0017666666666666675,0.0014302291968616625,0.0017666666666666675,0.0060000000000000001,0.001,0.002,0.0015,0.006,0.002,0.002,0.003,0.001,0.001,0.005,0.0,0.0,0.001,0.004,0.002,0.002,0.001,0.0,0.001,0.001,0.001,0.002,0.002,0.001,0.003,0.003,0.001,0.003,0.001,0.002,0.0,0.002,0.0
1.6000000000000001,0.0011333333333333338,0.00095684667296048814,0.0011333333333333338,0.0030000000000000001,0.0,0.002,0.001,0.003,0.002,0.0,0.002,0.003,0.0,0.003,0.001,0.002,0.0,0.001,0.002,0.002,0.001,0.0,0.0,0.001,0.001,0.001,0.002,0.0,0.001,0.001,0.0,0.002,0.0,0.001,0.001,0.001,0.0
1.7,0.0014000000000000006,0.0011718930554164627,0.0014000000000000006,0.0040000000000000001,0.00025000000000000001,0.002,0.001,0.004,0.002,0.001,0.001,0.003,0.0,0.004,0.002,0.003,0.0,0.002,0.001,0.002,0.0,0.0,0.0,0.001,0.001,0.0,0.002,0.001,0.001,0.002,0.001,0.003,0.0,0.002,0.002,0.001,0.0
1.8,0.0014666666666666669,0.0017074997966487595,0.0014666666666666669,0.0060000000000000001,0.0,0.002,0.001,0.002,0.002,0.002,0.0,0.004,0.0,0.004,0.004,0.006,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.002,0.001,0.001,0.002,0.0,0.0,0.005,0.003,0.0
1.8999999999999999,0.0024666666666666678,0.0021868292622475639,0.0024666666666666678,0.0080000000000000002,0.001,0.0030000000000000001,0.002,0.003,0.003,0.003,0.001,0.006,0.002,0.005,0.007,0.008,0.001,0.001,0.002,0.002,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.004,0.003,0.003,0.002,0.003,0.0,0.0,0.007,0.003,0.0
2.0,0.0029666666666666678,0.0020893911925619758,0.0029666666666666678,0.0080000000000000002,0.001,0.0040000000000000001,0.0030000000000000001,0.003,0.004,0.003,0.001,0.006,0.003,0.005,0.007,0.008,0.003,0.001,0.003,0.002,0.001,0.0,0.004,0.001,0.002,0.002,0.001,0.004,0.004,0.004,0.002,0.003,0.0,0.001,0.007,0.004,0.0
2.1000000000000001,0.0030333333333333345,0.0021052843566184169,0.0030333333333333345,0.0089999999999999993,0.002,0.0040000000000000001,0.0030000000000000001,0.003,0.002,0.003,0.001,0.007,0.003,0.005,0.007,0.009,0.004,0.002,0.003,0.002,0.001,0.002,0.003,0.002,0.002,0.001,0.0,0.004,0.004,0.005,0.002,0.003,0.0,0.001,0.006,0.003,0.001
2.2000000000000002,0.0028666666666666684,0.0019618585292749549,0.0028666666666666684,0.0080000000000000002,0.002,0.0040000000000000001,0.0025000000000000001,0.003,0.002,0.003,0.001,0.006,0.002,0.004,0.007,0.008,0.004,0.002,0.004,0.002,0.001,0.002,0.004,0.002,0.002,0.002,0.0,0.005,0.003,0.004,0.003,0.003,0.0,0.0,0.005,0.002,0.0
2.2999999999999998,0.0030666666666666681,0.0020805982045769651,0.0030666666666666681,0.0089999999999999993,0.00125,0.0040000000000000001,0.0030000000000000001,0.003,0.002,0.003,0.001,0.006,0.003,0.005,0.007,0.009,0.004,0.002,0.002,0.001,0.0,0.003,0.004,0.002,0.003,0.0,0.002,0.003,0.004,0.005,0.001,0.004,0.001,0.001,0.006,0.004,0.001
2.3999999999999999,0.0028000000000000017,0.0021354156504062622,0.0028000000000000017,0.0089999999999999993,0.001,0.0040000000000000001,0.0030000000000000001,0.003,0.001,0.003,0.001,0.006,0.002,0.005,0.006,0.009,0.004,0.002,0.003,0.001,0.001,0.003,0.004,0.002,0.003,0.0,0.0,0.003,0.004,0.005,0.001,0.004,0.0,0.0,0.005,0.003,0.0
2.5,0.0025666666666666676,0.001909333798882625,0.0025666666666666676,0.0089999999999999993,0.001,0.0030000000000000001,0.002,0.002,0.002,0.003,0.001,0.006,0.002,0.004,0.007,0.009,0.003,0.001,0.002,0.001,0.002,0.002,0.003,0.002,0.002,0.0,0.001,0.002,0.003,0.004,0.001,0.002,0.001,0.001,0.004,0.003,0.001
2.6000000000000001,0.0020666666666666676,0.0020805982045769647,0.0020666666666666676,0.0089999999999999993,0.001,0.0030000000000000001,0.001,0.0,0.002,0.002,0.001,0.006,0.001,0.003,0.007,0.009,0.003,0.0,0.002,0.0,0.001,0.001,0.003,0.001,0.002,0.0,0.001,0.001,0.002,0.003,0.0,0.001,0.001,0.001,0.004,0.003,0.001
2.7000000000000002,0.002033333333333334,0.0018526257642120336,0.002033333333333334,0.0080000000000000002,0.001,0.0030000000000000001,0.0015,0.0,0.002,0.002,0.001,0.005,0.002,0.003,0.006,0.008,0.003,0.0,0.002,0.0,0.001,0.001,0.003,0.001,0.002,0.0,0.001,0.001,0.002,0.004,0.0,0.001,0.001,0.001,0.004,0.003,0.001
2.7999999999999998,0.0019333333333333342,0.0019310331143946983,0.0019333333333333342,0.0080000000000000002,0.0,0.0030000000000000001,0.0015,0.0,0.001,0.003,0.001,0.005,0.002,0.004,0.005,0.008,0.003,0.0,0.002,0.0,0.001,0.002,0.003,0.001,0.002,0.0,0.0,0.001,0.002,0.004,0.0,0.001,0.0,0.0,0.004,0.003,0.0
2.8999999999999999,0.0028000000000000013,0.0024138489320308897,0.0028000000000000013,0.01,0.001,0.0040000000000000001,0.002,0.002,0.002,0.005,0.002,0.006,0.002,0.007,0.007,0.01,0.003,0.002,0.002,0.0,0.001,0.002,0.004,0.001,0.004,0.001,0.0,0.001,0.003,0.005,0.0,0.001,0.001,0.0,0.005,0.004,0.001
3.0,0.002333333333333334,0.0021343747458109495,0.002333333333333334,0.0080000000000000002,0.001,0.0037499999999999999,0.002,0.002,0.001,0.004,0.003,0.006,0.001,0.006,0.006,0.008,0.001,0.002,0.001,0.002,0.001,0.002,0.002,0.0,0.004,0.001,0.0,0.001,0.003,0.003,0.0,0.001,0.0,0.0,0.005,0.004,0.0
3.1000000000000001,0.0022333333333333341,0.0022012622641465408,0.0022333333333333341,0.0070000000000000001,0.0,0.0037499999999999999,0.002,0.002,0.001,0.004,0.003,0.005,0.002,0.007,0.006,0.007,0.001,0.002,0.0,0.001,0.0,0.003,0.002,0.0,0.002,0.0,0.0,0.001,0.003,0.004,0.0,0.001,0.0,0.0,0.006,0.004,0.0
3.2000000000000002,0.0024000000000000007,0.0021540659228538013,0.0024000000000000007,0.0070000000000000001,0.001,0.0030000000000000001,0.002,0.002,0.001,0.004,0.004,0.005,0.002,0.006,0.007,0.007,0.001,0.003,0.001,0.002,0.001,0.003,0.003,0.001,0.001,0.002,0.0,0.001,0.002,0.003,0.0,0.0,0.0,0.0,0.007,0.003,0.0
3.2999999999999998,0.0023666666666666675,0.0020080393975772048,0.0023666666666666675,0.0070000000000000001,0.001,0.0037499999999999999,0.002,0.002,0.002,0.004,0.004,0.004,0.003,0.006,0.006,0.006,0.002,0.002,0.001,0.002,0.001,0.003,0.003,0.0,0.001,0.002,0.0,0.001,0.002,0.003,0.0,0.0,0.0,0.0,0.007,0.004,0.0
3.3999999999999999,0.0025000000000000009,0.001857417562100671,0.0025000000000000009,0.0070000000000000001,0.001,0.0040000000000000001,0.002,0.003,0.002,0.003,0.004,0.003,0.004,0.007,0.004,0.004,0.001,0.003,0.001,0.004,0.001,0.004,0.002,0.0,0.001,0.002,0.001,0.001,0.002,0.005,0.0,0.001,0.0,0.0,0.006,0.005,0.001
3.5,0.0018666666666666669,0.00154344492037203,0.0018666666666666669,0.0050000000000000001,0.001,0.0030000000000000001,0.001,0.001,0.002,0.001,0.004,0.003,0.004,0.004,0.003,0.003,0.001,0.001,0.001,0.003,0.001,0.004,0.001,0.0,0.0,0.002,0.001,0.0,0.001,0.004,0.0,0.001,0.0,0.0,0.005,0.004,0.001
3.6000000000000001,0.001933333333333334,0.0013646326326972483,0.001933333333333334,0.0060000000000000001,0.001,0.0030000000000000001,0.0015,0.001,0.002,0.002,0.003,0.001,0.003,0.006,0.002,0.003,0.001,0.001,0.002,0.004,0.001,0.005,0.0,0.001,0.001,0.001,0.002,0.001,0.0,0.003,0.001,0.001,0.001,0.001,0.003,0.003,0.002
3.7000000000000002,0.0016000000000000007,0.0012000000000000001,0.0016000000000000007,0.0050000000000000001,0.001,0.002,0.001,0.001,0.002,0.001,0.003,0.002,0.002,0.005,0.002,0.003,0.001,0.001,0.001,0.004,0.001,0.003,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.002,0.001,0.001,0.001,0.001,0.002,0.003,0.002
3.7999999999999998,0.0015000000000000005,0.0012041594578792295,0.0015000000000000005,0.0050000000000000001,0.001,0.002,0.001,0.001,0.002,0.001,0.002,0.001,0.002,0.005,0.002,0.003,0.001,0.001,0.0,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.003,0.002,0.001,0.001,0.001,0.002,0.003,0.002
3.8999999999999999,0.0017333333333333339,0.0012631530214330939,0.0017333333333333339,0.0060000000000000001,0.001,0.002,0.001,0.0,0.002,0.002,0.002,0.001,0.002,0.006,0.002,0.003,0.001,0.001,0.001,0.003,0.001,0.004,0.002,0.003,0.001,0.0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.0,0.003,0.003,0.001
4.0,0.0017666666666666673,0.0014067298564006128,0.0017666666666666673,0.0060000000000000001,0.001,0.002,0.001,0.0,0.001,0.002,0.001,0.001,0.002,0.005,0.002,0.003,0.001,0.001,0.0,0.003,0.001,0.003,0.002,0.002,0.001,0.0,0.001,0.001,0.002,0.002,0.001,0.001,0.003,0.0,0.006,0.004,0.001
4.0999999999999996,0.001533333333333334,0.0012310790208412926,0.001533333333333334,0.0050000000000000001,0.001,0.002,0.001,0.0,0.0,0.002,0.001,0.001,0.001,0.005,0.003,0.004,0.001,0.001,0.0,0.004,0.001,0.002,0.002,0.002,0.001,0.0,0.0,0.001,0.002,0.002,0.001,0.001,0.002,0.0,0.002,0.002,0.002
4.2000000000000002,0.0013666666666666673,0.00094809751022185951,0.0013666666666666673,0.0030000000000000001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.002,0.002,0.001,0.001,0.001,0.0,0.002,0.001,0.003,0.002,0.002,0.001,0.0,0.0,0.001,0.002,0.003,0.001,0.001,0.0,0.0,0.003,0.003,0.001
4.2999999999999998,0.0012000000000000003,0.00087177978870813476,0.0012000000000000003,0.0030000000000000001,0.001,0.002,0.001,0.001,0.0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.0,0.001,0.001,0.002,0.002,0.002,0.001,0.0,0.0,0.001,0.002,0.003,0.001,0.001,0.0,0.0,0.003,0.003,0.001
4.4000000000000004,0.0016333333333333336,0.0010796089827134431,0.0016333333333333336,0.0050000000000000001,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.003,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.003,0.002,0.002,0.001,0.0,0.001,0.001,0.002,0.003,0.001,0.001,0.002,0.0,0.004,0.005,0.001
4.5,0.0018666666666666673,0.0014079141387961917,0.0018666666666666673,0.0060000000000000001,0.001,0.002,0.002,0.004,0.001,0.001,0.0,0.002,0.004,0.002,0.003,0.002,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.0,0.0,0.0,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.001,0.005,0.006,0.001
4.5999999999999996,0.0021333333333333343,0.0016478942792411036,0.0021333333333333343,0.0060000000000000001,0.001,0.0030000000000000001,0.002,0.006,0.001,0.002,0.0,0.003,0.005,0.003,0.003,0.002,0.001,0.001,0.002,0.001,0.001,0.003,0.001,0.001,0.001,0.0,0.002,0.002,0.003,0.001,0.002,0.001,0.002,0.001,0.006,0.006,0.001
4.7000000000000002,0.0022666666666666673,0.0016918103387266023,0.0022666666666666673,0.0060000000000000001,0.001,0.0030000000000000001,0.0015,0.006,0.001,0.002,0.001,0.003,0.005,0.004,0.004,0.003,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.0,0.0,0.002,0.003,0.003,0.001,0.002,0.001,0.004,0.001,0.005,0.006,0.001
4.7999999999999998,0.0021333333333333339,0.0017838784213679538,0.0021333333333333339,0.0060000000000000001,0.001,0.0030000000000000001,0.0015,0.006,0.001,0.002,0.001,0.003,0.005,0.004,0.004,0.003,0.001,0.0,0.001,0.001,0.001,0.003,0.001,0.001,0.0,0.0,0.002,0.003,0.002,0.0,0.002,0.0,0.004,0.001,0.005,0.006,0.001
4.9000000000000004,0.0022000000000000006,0.0017397317800933185,0.0022000000000000006,0.0060000000000000001,0.001,0.0030000000000000001,0.002,0.006,0.001,0.002,0.001,0.003,0.005,0.004,0.004,0.003,0.002,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.0,0.0,0.002,0.003,0.002,0.0,0.002,0.0,0.004,0.001,0.005,0.006,0.001
5.0,0.0022333333333333341,0.0023478122203920444,0.0022333333333333341,0.0080000000000000002,0.001,0.0037499999999999999,0.001,0.007,0.001,0.001,0.001,0.002,0.007,0.003,0.004,0.003,0.0,0.0,0.001,0.001,0.001,0.004,0.0,0.001,0.0,0.0,0.004,0.002,0.002,0.0,0.001,0.0,0.004,0.001,0.007,0.008,0.001
5.0999999999999996,0.0021333333333333339,0.0021092389359408503,0.0021333333333333339,0.0080000000000000002,0.001,0.0030000000000000001,0.001,0.008,0.001,0.001,0.001,0.002,0.007,0.003,0.003,0.003,0.0,0.001,0.001,0.001,0.001,0.004,0.0,0.001,0.0,0.0,0.003,0.002,0.002,0.001,0.001,0.001,0.003,0.0,0.006,0.006,0.001
5.2000000000000002,0.0019666666666666669,0.0022580719405919931,0.0019666666666666669,0.0089999999999999993,0.001,0.002,0.001,0.009,0.002,0.001,0.001,0.002,0.008,0.002,0.003,0.002,0.001,0.001,0.001,0.0,0.001,0.005,0.0,0.001,0.0,0.0,0.003,0.001,0.001,0.001,0.0,0.0,0.002,0.0,0.005,0.005,0.001
5.2999999999999998,0.0029666666666666678,0.0025753101215624939,0.0029666666666666678,0.010999999999999999,0.001,0.0040000000000000001,0.002,0.011,0.003,0.001,0.002,0.002,0.01,0.003,0.003,0.002,0.001,0.004,0.001,0.001,0.001,0.005,0.002,0.001,0.0,0.001,0.004,0.002,0.001,0.004,0.002,0.001,0.005,0.001,0.007,0.005,0.003
5.4000000000000004,0.0032666666666666677,0.0028859814429217823,0.0032666666666666677,0.012,0.001,0.0047499999999999999,0.002,0.012,0.003,0.001,0.002,0.002,0.011,0.003,0.003,0.002,0.001,0.005,0.001,0.001,0.001,0.005,0.002,0.001,0.0,0.001,0.005,0.001,0.003,0.006,0.001,0.003,0.004,0.002,0.008,0.006,0.002
5.5,0.0029333333333333347,0.0026449112566503162,0.0029333333333333347,0.010999999999999999,0.001,0.0040000000000000001,0.002,0.011,0.004,0.001,0.001,0.001,0.01,0.002,0.002,0.0,0.002,0.005,0.001,0.001,0.001,0.004,0.003,0.001,0.002,0.002,0.005,0.0,0.002,0.006,0.001,0.003,0.003,0.002,0.007,0.004,0.001
5.5999999999999996,0.0029666666666666678,0.0024424486802296498,0.0029666666666666678,0.01,0.001,0.0037499999999999999,0.002,0.01,0.003,0.001,0.001,0.001,0.01,0.002,0.002,0.0,0.002,0.004,0.001,0.001,0.002,0.004,0.003,0.002,0.001,0.002,0.005,0.001,0.002,0.006,0.002,0.003,0.003,0.003,0.007,0.004,0.001
5.7000000000000002,0.0030000000000000009,0.0026204325342711397,0.0030000000000000009,0.01,0.001,0.0040000000000000001,0.002,0.01,0.002,0.001,0.001,0.001,0.01,0.003,0.001,0.0,0.0,0.005,0.002,0.002,0.002,0.004,0.002,0.001,0.001,0.003,0.005,0.001,0.003,0.006,0.001,0.003,0.004,0.002,0.008,0.005,0.001
5.7999999999999998,0.0026000000000000007,0.0023036203390894663,0.0026000000000000007,0.0089999999999999993,0.001,0.0030000000000000001,0.002,0.008,0.001,0.001,0.001,0.001,0.009,0.003,0.001,0.0,0.0,0.004,0.002,0.002,0.002,0.003,0.001,0.001,0.0,0.002,0.005,0.001,0.002,0.006,0.001,0.003,0.003,0.003,0.007,0.004,0.001
5.9000000000000004,0.0029000000000000007,0.0025605988882811508,0.0029000000000000007,0.01,0.001,0.0037499999999999999,0.002,0.008,0.0,0.001,0.001,0.002,0.01,0.003,0.001,0.001,0.0,0.005,0.002,0.002,0.002,0.003,0.002,0.001,0.001,0.002,0.005,0.001,0.002,0.007,0.001,0.004,0.003,0.003,0.009,0.004,0.001
6.0,0.002833333333333334,0.0025830645021412495,0.002833333333333334,0.01,0.001,0.0040000000000000001,0.002,0.009,0.0,0.002,0.001,0.002,0.01,0.005,0.001,0.002,0.0,0.004,0.002,0.002,0.002,0.004,0.001,0.001,0.0,0.002,0.005,0.0,0.002,0.006,0.001,0.004,0.002,0.002,0.008,0.004,0.001
6.0999999999999996,0.0029333333333333342,0.002448582356294261,0.0029333333333333342,0.0089999999999999993,0.001,0.0050000000000000001,0.002,0.008,0.001,0.001,0.001,0.004,0.009,0.002,0.005,0.005,0.0,0.004,0.001,0.001,0.001,0.003,0.001,0.001,0.0,0.001,0.005,0.001,0.002,0.005,0.001,0.003,0.005,0.001,0.008,0.005,0.003
6.2000000000000002,0.0032000000000000006,0.0026127890589687239,0.0032000000000000006,0.0089999999999999993,0.001,0.0047499999999999999,0.002,0.009,0.001,0.001,0.001,0.004,0.009,0.003,0.004,0.005,0.0,0.006,0.001,0.001,0.001,0.003,0.002,0.001,0.001,0.001,0.005,0.001,0.002,0.007,0.002,0.004,0.004,0.001,0.009,0.005,0.002
6.2999999999999998,0.0037666666666666669,0.0029853345243409865,0.0037666666666666669,0.010999999999999999,0.001,0.0057500000000000008,0.0025000000000000001,0.011,0.001,0.002,0.001,0.004,0.01,0.005,0.004,0.006,0.001,0.006,0.002,0.001,0.001,0.005,0.002,0.002,0.0,0.001,0.006,0.001,0.003,0.008,0.002,0.005,0.004,0.001,0.01,0.006,0.002
6.4000000000000004,0.0034000000000000011,0.0026658332030842936,0.0034000000000000011,0.010999999999999999,0.001,0.0050000000000000001,0.0030000000000000001,0.011,0.001,0.003,0.001,0.004,0.009,0.006,0.004,0.006,0.001,0.005,0.001,0.001,0.001,0.004,0.001,0.003,0.0,0.0,0.005,0.001,0.003,0.006,0.003,0.003,0.003,0.001,0.007,0.006,0.002
6.5,0.0032333333333333342,0.0026417586734766084,0.0032333333333333342,0.012,0.001,0.0040000000000000001,0.0030000000000000001,0.012,0.001,0.003,0.001,0.004,0.008,0.007,0.004,0.007,0.001,0.004,0.001,0.001,0.002,0.005,0.001,0.003,0.0,0.0,0.004,0.001,0.003,0.005,0.003,0.003,0.002,0.001,0.005,0.004,0.001
6.5999999999999996,0.0033666666666666684,0.0022283526551144361,0.0033666666666666684,0.0089999999999999993,0.002,0.0047499999999999999,0.0030000000000000001,0.009,0.001,0.002,0.002,0.004,0.007,0.005,0.004,0.006,0.003,0.005,0.002,0.001,0.001,0.004,0.004,0.004,0.0,0.001,0.003,0.002,0.002,0.006,0.004,0.003,0.002,0.0,0.007,0.006,0.001
6.7000000000000002,0.003366666666666668,0.0021982316125063396,0.003366666666666668,0.0089999999999999993,0.00125,0.0050000000000000001,0.0030000000000000001,0.009,0.001,0.003,0.002,0.004,0.005,0.006,0.004,0.007,0.004,0.005,0.0,0.001,0.001,0.002,0.006,0.003,0.001,0.001,0.003,0.003,0.002,0.006,0.005,0.004,0.002,0.0,0.005,0.005,0.001
6.7999999999999998,0.0031000000000000008,0.0020550750189064471,0.0031000000000000008,0.0089999999999999993,0.002,0.0047499999999999999,0.0030000000000000001,0.009,0.001,0.003,0.002,0.003,0.005,0.006,0.003,0.006,0.003,0.005,0.0,0.001,0.001,0.002,0.005,0.002,0.001,0.001,0.004,0.002,0.002,0.006,0.004,0.003,0.002,0.0,0.004,0.005,0.002
6.9000000000000004,0.0033333333333333344,0.0021186998109427604,0.0033333333333333344,0.01,0.002,0.0050000000000000001,0.0030000000000000001,0.01,0.002,0.003,0.002,0.003,0.005,0.006,0.005,0.006,0.003,0.005,0.0,0.001,0.001,0.002,0.005,0.002,0.001,0.001,0.004,0.003,0.003,0.005,0.004,0.004,0.002,0.0,0.005,0.005,0.002
7.0,0.0038333333333333349,0.002745703714694812,0.0038333333333333349,0.014,0.002,0.0050000000000000001,0.0030000000000000001,0.014,0.004,0.003,0.001,0.002,0.006,0.007,0.005,0.007,0.002,0.007,0.001,0.002,0.001,0.005,0.005,0.002,0.001,0.002,0.004,0.003,0.003,0.005,0.003,0.004,0.002,0.0,0.006,0.006,0.002
7.0999999999999996,0.0037666666666666682,0.0025519056060564274,0.0037666666666666682,0.012,0.002,0.0057500000000000008,0.0030000000000000001,0.012,0.004,0.003,0.001,0.002,0.006,0.007,0.006,0.008,0.002,0.006,0.001,0.002,0.001,0.004,0.004,0.002,0.002,0.002,0.003,0.003,0.003,0.005,0.003,0.004,0.003,0.0,0.006,0.007,0.001
7.2000000000000002,0.0038666666666666684,0.0024729649321321881,0.0038666666666666684,0.012,0.002,0.0057500000000000008,0.0030000000000000001,0.012,0.003,0.003,0.002,0.002,0.006,0.007,0.004,0.006,0.002,0.007,0.002,0.002,0.001,0.006,0.005,0.003,0.003,0.003,0.003,0.002,0.003,0.005,0.003,0.004,0.002,0.0,0.007,0.007,0.001
7.2999999999999998,0.0037333333333333346,0.0027438820836342237,0.0037333333333333346,0.012,0.002,0.0057500000000000008,0.0030000000000000001,0.012,0.003,0.003,0.003,0.002,0.006,0.008,0.004,0.007,0.002,0.006,0.002,0.003,0.002,0.005,0.003,0.001,0.001,0.002,0.003,0.0,0.003,0.006,0.002,0.004,0.002,0.0,0.008,0.008,0.001
7.4000000000000004,0.0032666666666666677,0.0024212026396446505,0.0032666666666666677,0.010999999999999999,0.002,0.0050000000000000001,0.0025000000000000001,0.011,0.003,0.002,0.002,0.002,0.006,0.006,0.003,0.006,0.003,0.005,0.002,0.002,0.002,0.005,0.003,0.001,0.001,0.002,0.003,0.0,0.002,0.005,0.001,0.003,0.002,0.0,0.007,0.007,0.001
7.5,0.0036333333333333348,0.0023163668870788919,0.0036333333333333348,0.010999999999999999,0.002,0.0050000000000000001,0.0030000000000000001,0.011,0.003,0.002,0.002,0.002,0.005,0.008,0.003,0.007,0.004,0.006,0.002,0.003,0.002,0.005,0.003,0.001,0.001,0.002,0.003,0.002,0.002,0.006,0.004,0.003,0.002,0.001,0.006,0.006,0.002
